Accident_ID,Date,Time,City,State,Country,Accident Type,Cause of Accident,Severity,Number of Vehicles Involved,Number of Casualties,Number of Injuries,Weather Condition,Road Condition,Police Report Filed,Emergency Services Response Time (min),Hospital Admitted To
ACC00494,2025-03-04,07:54:53,Chennai,Tamil Nadu,India,Pedestrian Involved,Road Conditions,Severe,5,3,4,Stormy,Wet,Yes,26.9,Manipal Hospital
ACC00495,2025-03-16,02:38:26,Kolkata,West Bengal,India,Pedestrian Involved,Weather Conditions,Moderate,5,3,4,Foggy,Under Construction,Yes,11.9,Apollo Hospitals
ACC00496,2025-01-09,19:45:20,Lucknow,Uttar Pradesh,India,Slip & Fall,Over Speeding,Fatal,3,0,4,Rainy,Gravel,No,7.8,Apollo Hospitals
ACC00497,2025-03-03,05:15:44,Lucknow,Uttar Pradesh,India,Fire Accident,Weather Conditions,Fatal,1,0,2,Rainy,Under Construction,Yes,35.3,Fortis Healthcare
ACC00498,2025-04-01,02:50:28,Pune,Maharashtra,India,Bus,Brake Failure,Fatal,2,1,6,Foggy,Gravel,No,41.7,Manipal Hospital
ACC00499,2025-01-03,08:52:25,Chennai,Tamil Nadu,India,Pedestrian Involved,Human Error,Minor,5,3,2,Foggy,Dry,No,41.0,Apollo Hospitals
ACC00500,2025-05-04,12:53:30,Mumbai,Maharashtra,India,Train,Over Speeding,Severe,1,1,4,Stormy,Gravel,No,21.2,Manipal Hospital
ACC00501,2025-04-11,08:25:25,Jaipur,Rajasthan,India,Truck,Poor Lighting,Moderate,4,1,2,Stormy,Gravel,No,11.2,Fortis Healthcare
ACC00502,2025-03-05,21:03:20,Bengaluru,Karnataka,India,Vehicle Collision,Over Speeding,Minor,2,3,6,Stormy,Wet,Yes,10.5,Manipal Hospital
ACC00503,2025-02-17,03:23:49,Pune,Maharashtra,India,Fire Accident,Human Error,Moderate,4,3,5,Stormy,Potholes,No,14.0,Manipal Hospital
ACC00504,2025-01-14,17:02:58,Lucknow,Uttar Pradesh,India,Vehicle Collision,Human Error,Fatal,2,2,4,Foggy,Dry,Yes,27.7,AIIMS
ACC00505,2025-03-24,06:19:39,Delhi,Delhi,India,Slip & Fall,Poor Lighting,Minor,2,2,4,Clear,Under Construction,Yes,14.8,Apollo Hospitals
ACC00506,2025-02-12,08:45:27,Jaipur,Rajasthan,India,Bus,Human Error,Minor,3,0,4,Stormy,Under Construction,No,28.0,AIIMS
ACC00507,2025-04-16,04:23:56,Kolkata,West Bengal,India,Train,Road Conditions,Severe,3,1,1,Foggy,Under Construction,No,7.5,Manipal Hospital
ACC00508,2025-01-29,04:27:36,Lucknow,Uttar Pradesh,India,Two-Wheeler,Human Error,Minor,3,0,3,Stormy,Dry,Yes,25.2,AIIMS
ACC00509,2025-03-24,15:01:46,Ahmedabad,Gujarat,India,Two-Wheeler,Human Error,Severe,3,2,1,Clear,Under Construction,Yes,41.4,Fortis Healthcare
ACC00510,2025-04-23,07:06:10,Pune,Maharashtra,India,Train,Road Conditions,Moderate,3,1,4,Rainy,Under Construction,Yes,18.7,Apollo Hospitals
ACC00511,2025-01-19,07:55:16,Bengaluru,Karnataka,India,Two-Wheeler,Road Conditions,Fatal,4,3,2,Stormy,Wet,Yes,28.1,AIIMS
ACC00512,2025-04-07,14:49:12,Mumbai,Maharashtra,India,Bus,Road Conditions,Minor,1,1,4,Stormy,Potholes,No,24.1,Max Healthcare
ACC00513,2025-04-30,05:01:59,Hyderabad,Telangana,India,Fire Accident,Poor Lighting,Fatal,4,2,2,Stormy,Dry,No,42.1,Manipal Hospital
ACC00514,2025-03-14,06:51:35,Kolkata,West Bengal,India,Train,Human Error,Minor,1,2,4,Foggy,Gravel,No,15.7,Apollo Hospitals
ACC00515,2025-03-30,09:34:04,Ahmedabad,Gujarat,India,Fire Accident,Brake Failure,Moderate,5,1,5,Foggy,Wet,No,26.9,Apollo Hospitals
ACC00516,2025-01-01,05:41:30,Delhi,Delhi,India,Vehicle Collision,Brake Failure,Minor,5,0,6,Stormy,Gravel,Yes,34.0,AIIMS
ACC00517,2025-04-18,20:55:36,Hyderabad,Telangana,India,Vehicle Collision,Over Speeding,Minor,1,1,5,Clear,Dry,Yes,39.3,Fortis Healthcare
ACC00518,2025-04-01,05:23:09,Kolkata,West Bengal,India,Two-Wheeler,Over Speeding,Moderate,3,2,4,Clear,Potholes,No,35.8,AIIMS
ACC00519,2025-02-25,11:49:50,Ahmedabad,Gujarat,India,Two-Wheeler,Road Conditions,Minor,3,0,4,Stormy,Gravel,Yes,15.3,AIIMS
ACC00520,2025-02-16,13:22:44,Bengaluru,Karnataka,India,Slip & Fall,Over Speeding,Fatal,2,3,2,Stormy,Dry,Yes,26.6,Manipal Hospital
ACC00521,2025-04-16,16:02:18,Hyderabad,Telangana,India,Pedestrian Involved,Brake Failure,Severe,1,0,1,Clear,Under Construction,No,36.1,Apollo Hospitals
ACC00522,2025-04-26,09:08:45,Pune,Maharashtra,India,Two-Wheeler,Poor Lighting,Minor,1,3,3,Rainy,Gravel,No,28.0,Max Healthcare
ACC00523,2025-01-19,01:50:23,Pune,Maharashtra,India,Slip & Fall,Brake Failure,Fatal,1,1,1,Stormy,Potholes,Yes,27.7,AIIMS
ACC00524,2025-04-28,17:48:34,Chennai,Tamil Nadu,India,Bus,Brake Failure,Minor,1,2,5,Foggy,Dry,No,35.4,AIIMS
ACC00525,2025-03-06,20:28:14,Hyderabad,Telangana,India,Two-Wheeler,Human Error,Minor,4,1,3,Stormy,Dry,No,24.5,Manipal Hospital
ACC00526,2025-03-18,16:46:15,Hyderabad,Telangana,India,Two-Wheeler,Over Speeding,Moderate,1,1,4,Stormy,Dry,No,25.0,Manipal Hospital
ACC00527,2025-05-02,05:30:53,Mumbai,Maharashtra,India,Vehicle Collision,Weather Conditions,Minor,3,0,4,Clear,Wet,No,42.6,Max Healthcare
ACC00528,2025-03-29,00:26:44,Bengaluru,Karnataka,India,Truck,Over Speeding,Minor,2,3,6,Clear,Potholes,Yes,14.7,Fortis Healthcare
ACC00529,2025-02-13,02:22:25,Mumbai,Maharashtra,India,Two-Wheeler,Poor Lighting,Minor,3,0,4,Rainy,Under Construction,Yes,37.7,Apollo Hospitals
ACC00530,2025-03-17,12:27:51,Delhi,Delhi,India,Slip & Fall,Human Error,Moderate,1,1,4,Foggy,Potholes,No,9.8,Max Healthcare
ACC00531,2025-02-10,20:38:04,Jaipur,Rajasthan,India,Two-Wheeler,Weather Conditions,Moderate,1,1,3,Clear,Dry,No,10.6,Manipal Hospital
ACC00532,2025-04-16,16:01:57,Bengaluru,Karnataka,India,Train,Human Error,Moderate,4,1,5,Clear,Wet,Yes,36.6,Max Healthcare
ACC00533,2025-03-13,11:56:53,Kolkata,West Bengal,India,Two-Wheeler,Over Speeding,Fatal,1,0,1,Rainy,Dry,No,21.6,Manipal Hospital
ACC00534,2025-04-30,12:35:57,Bengaluru,Karnataka,India,Truck,Drunk Driving,Severe,5,3,4,Rainy,Wet,Yes,28.9,Manipal Hospital
ACC00535,2025-02-02,05:29:58,Lucknow,Uttar Pradesh,India,Pedestrian Involved,Poor Lighting,Severe,3,3,1,Rainy,Wet,Yes,44.5,Apollo Hospitals
ACC00536,2025-04-10,00:27:26,Lucknow,Uttar Pradesh,India,Train,Road Conditions,Moderate,4,1,3,Clear,Wet,Yes,36.9,Manipal Hospital
ACC00537,2025-04-21,19:48:08,Pune,Maharashtra,India,Two-Wheeler,Drunk Driving,Minor,1,2,3,Rainy,Potholes,No,18.4,Manipal Hospital
ACC00538,2025-03-17,12:29:22,Mumbai,Maharashtra,India,Pedestrian Involved,Poor Lighting,Minor,5,1,2,Clear,Potholes,Yes,7.8,Fortis Healthcare
ACC00539,2025-04-07,22:03:13,Pune,Maharashtra,India,Train,Brake Failure,Moderate,3,1,1,Foggy,Wet,Yes,14.5,Manipal Hospital
ACC00540,2025-04-07,05:33:05,Hyderabad,Telangana,India,Fire Accident,Drunk Driving,Minor,4,3,1,Stormy,Wet,Yes,42.1,Manipal Hospital
ACC00541,2025-02-04,04:17:58,Bengaluru,Karnataka,India,Fire Accident,Weather Conditions,Moderate,4,1,6,Foggy,Gravel,Yes,18.4,Apollo Hospitals
ACC00542,2025-02-09,02:53:15,Lucknow,Uttar Pradesh,India,Vehicle Collision,Weather Conditions,Moderate,1,3,4,Stormy,Wet,No,13.8,AIIMS
ACC00543,2025-01-31,19:10:36,Lucknow,Uttar Pradesh,India,Two-Wheeler,Road Conditions,Moderate,5,1,1,Stormy,Under Construction,No,39.5,Fortis Healthcare
ACC00544,2025-04-20,06:42:26,Lucknow,Uttar Pradesh,India,Slip & Fall,Road Conditions,Fatal,3,0,6,Stormy,Wet,Yes,18.1,Max Healthcare
ACC00545,2025-02-24,21:36:26,Hyderabad,Telangana,India,Two-Wheeler,Human Error,Minor,4,0,1,Stormy,Under Construction,Yes,22.0,Manipal Hospital
ACC00546,2025-03-18,21:50:08,Pune,Maharashtra,India,Pedestrian Involved,Brake Failure,Fatal,2,0,5,Clear,Potholes,Yes,10.3,AIIMS
ACC00547,2025-01-28,22:40:37,Hyderabad,Telangana,India,Pedestrian Involved,Over Speeding,Fatal,3,1,6,Stormy,Under Construction,Yes,44.1,Manipal Hospital
ACC00548,2025-04-16,12:02:32,Bengaluru,Karnataka,India,Fire Accident,Drunk Driving,Severe,4,0,6,Clear,Potholes,No,26.2,AIIMS
ACC00549,2025-04-07,23:02:10,Kolkata,West Bengal,India,Bus,Poor Lighting,Moderate,1,2,6,Clear,Under Construction,No,40.5,Apollo Hospitals
ACC00550,2025-02-19,13:47:23,Kolkata,West Bengal,India,Train,Brake Failure,Minor,3,2,2,Clear,Under Construction,Yes,10.5,AIIMS
ACC00551,2025-04-23,15:42:40,Hyderabad,Telangana,India,Pedestrian Involved,Poor Lighting,Fatal,5,1,6,Rainy,Gravel,No,40.9,Max Healthcare
ACC00552,2025-03-02,13:42:07,Kolkata,West Bengal,India,Bus,Over Speeding,Minor,3,2,4,Stormy,Under Construction,Yes,23.8,Max Healthcare
ACC00553,2025-03-13,09:46:13,Jaipur,Rajasthan,India,Bus,Brake Failure,Severe,1,1,4,Clear,Dry,No,40.9,AIIMS
ACC00554,2025-01-19,18:39:07,Delhi,Delhi,India,Pedestrian Involved,Drunk Driving,Severe,1,1,4,Rainy,Wet,Yes,16.7,Max Healthcare
ACC00555,2025-03-11,11:03:53,Bengaluru,Karnataka,India,Slip & Fall,Weather Conditions,Fatal,4,0,3,Rainy,Dry,Yes,39.9,Fortis Healthcare
ACC00556,2025-02-08,03:48:22,Jaipur,Rajasthan,India,Train,Brake Failure,Severe,3,3,5,Stormy,Potholes,No,27.7,AIIMS
ACC00557,2025-01-26,23:54:25,Bengaluru,Karnataka,India,Bus,Drunk Driving,Fatal,3,2,1,Rainy,Gravel,No,23.2,Fortis Healthcare
ACC00558,2025-02-14,22:19:15,Lucknow,Uttar Pradesh,India,Two-Wheeler,Poor Lighting,Severe,2,1,6,Rainy,Wet,Yes,9.7,AIIMS
ACC00559,2025-03-03,13:13:44,Lucknow,Uttar Pradesh,India,Two-Wheeler,Brake Failure,Severe,3,1,2,Clear,Gravel,No,10.9,Manipal Hospital
ACC00560,2025-02-06,20:12:49,Jaipur,Rajasthan,India,Two-Wheeler,Human Error,Severe,1,0,4,Stormy,Wet,No,42.1,Fortis Healthcare
ACC00561,2025-02-19,13:32:41,Mumbai,Maharashtra,India,Train,Poor Lighting,Severe,4,2,5,Rainy,Under Construction,No,18.5,Apollo Hospitals
ACC00562,2025-04-12,23:06:13,Pune,Maharashtra,India,Vehicle Collision,Drunk Driving,Minor,3,0,4,Rainy,Potholes,No,8.7,Apollo Hospitals
ACC00563,2025-03-29,03:24:36,Lucknow,Uttar Pradesh,India,Truck,Human Error,Moderate,3,1,1,Clear,Under Construction,No,32.1,Apollo Hospitals
ACC00564,2025-01-18,13:52:29,Jaipur,Rajasthan,India,Fire Accident,Drunk Driving,Fatal,3,0,6,Foggy,Potholes,Yes,33.6,Manipal Hospital
ACC00565,2025-05-01,16:29:53,Chennai,Tamil Nadu,India,Fire Accident,Weather Conditions,Minor,3,2,3,Foggy,Potholes,Yes,13.6,Manipal Hospital
ACC00566,2025-04-16,15:02:33,Kolkata,West Bengal,India,Slip & Fall,Weather Conditions,Moderate,4,3,2,Clear,Wet,Yes,17.1,Max Healthcare
ACC00567,2025-01-28,17:16:52,Chennai,Tamil Nadu,India,Pedestrian Involved,Human Error,Fatal,1,0,4,Foggy,Potholes,Yes,27.2,Max Healthcare
ACC00568,2025-04-01,16:53:16,Bengaluru,Karnataka,India,Truck,Drunk Driving,Fatal,3,3,1,Foggy,Under Construction,No,24.8,Manipal Hospital
ACC00569,2025-03-07,05:59:08,Hyderabad,Telangana,India,Vehicle Collision,Road Conditions,Minor,2,2,3,Stormy,Dry,No,21.7,Manipal Hospital
ACC00570,2025-04-22,19:23:11,Hyderabad,Telangana,India,Vehicle Collision,Over Speeding,Severe,4,0,5,Foggy,Under Construction,No,27.6,AIIMS
ACC00571,2025-02-10,06:59:16,Pune,Maharashtra,India,Pedestrian Involved,Weather Conditions,Minor,3,1,5,Clear,Wet,No,23.4,Fortis Healthcare
ACC00572,2025-05-01,22:31:30,Chennai,Tamil Nadu,India,Two-Wheeler,Over Speeding,Severe,3,3,6,Foggy,Dry,No,16.7,Apollo Hospitals
ACC00573,2025-03-11,14:11:07,Jaipur,Rajasthan,India,Truck,Road Conditions,Moderate,1,1,5,Foggy,Gravel,No,15.9,AIIMS
ACC00574,2025-04-23,12:07:14,Delhi,Delhi,India,Train,Road Conditions,Moderate,1,1,5,Foggy,Gravel,No,21.5,Fortis Healthcare
ACC00575,2025-03-12,02:29:08,Delhi,Delhi,India,Truck,Drunk Driving,Moderate,2,0,4,Stormy,Dry,Yes,37.8,Apollo Hospitals
ACC00576,2025-05-02,11:49:33,Pune,Maharashtra,India,Train,Weather Conditions,Severe,2,3,5,Foggy,Wet,No,6.2,Apollo Hospitals
ACC00577,2025-01-08,21:55:11,Hyderabad,Telangana,India,Two-Wheeler,Road Conditions,Moderate,2,2,2,Rainy,Wet,Yes,22.0,Apollo Hospitals
ACC00578,2025-01-09,14:06:53,Delhi,Delhi,India,Vehicle Collision,Road Conditions,Fatal,4,0,2,Clear,Dry,Yes,23.8,AIIMS
ACC00579,2025-02-20,07:41:13,Mumbai,Maharashtra,India,Pedestrian Involved,Weather Conditions,Minor,1,0,5,Rainy,Under Construction,Yes,12.4,AIIMS
ACC00580,2025-02-21,10:14:53,Mumbai,Maharashtra,India,Pedestrian Involved,Drunk Driving,Severe,5,2,3,Rainy,Under Construction,Yes,25.2,Apollo Hospitals
ACC00581,2025-03-23,02:01:50,Delhi,Delhi,India,Vehicle Collision,Human Error,Moderate,2,2,2,Clear,Dry,Yes,41.8,Manipal Hospital
ACC00582,2025-01-24,05:34:43,Chennai,Tamil Nadu,India,Two-Wheeler,Brake Failure,Minor,2,2,4,Stormy,Wet,Yes,21.3,AIIMS
ACC00583,2025-02-23,22:56:15,Delhi,Delhi,India,Slip & Fall,Over Speeding,Moderate,4,2,6,Foggy,Under Construction,Yes,8.3,Manipal Hospital
ACC00584,2025-03-07,21:19:28,Delhi,Delhi,India,Fire Accident,Weather Conditions,Fatal,5,2,6,Stormy,Wet,No,16.6,Manipal Hospital
ACC00585,2025-03-11,07:49:42,Hyderabad,Telangana,India,Pedestrian Involved,Road Conditions,Fatal,3,1,1,Stormy,Dry,No,22.5,Apollo Hospitals
ACC00586,2025-02-17,15:53:09,Delhi,Delhi,India,Two-Wheeler,Brake Failure,Fatal,5,0,6,Rainy,Dry,No,44.0,AIIMS
ACC00587,2025-01-10,10:09:25,Hyderabad,Telangana,India,Fire Accident,Over Speeding,Moderate,4,3,3,Foggy,Potholes,No,24.0,Max Healthcare
ACC00588,2025-03-17,10:19:47,Kolkata,West Bengal,India,Slip & Fall,Human Error,Severe,2,3,1,Clear,Gravel,No,24.9,Fortis Healthcare
ACC00589,2025-03-12,11:23:26,Mumbai,Maharashtra,India,Pedestrian Involved,Poor Lighting,Minor,1,3,6,Clear,Wet,No,29.2,AIIMS
ACC00590,2025-03-04,02:06:14,Bengaluru,Karnataka,India,Bus,Human Error,Minor,1,3,4,Rainy,Gravel,No,24.6,AIIMS
ACC00591,2025-01-18,07:15:48,Jaipur,Rajasthan,India,Train,Road Conditions,Minor,1,3,1,Stormy,Potholes,No,39.1,Manipal Hospital
ACC00592,2025-01-29,18:10:24,Pune,Maharashtra,India,Vehicle Collision,Over Speeding,Moderate,5,2,6,Rainy,Potholes,No,10.4,Manipal Hospital
ACC00593,2025-03-14,12:27:50,Pune,Maharashtra,India,Pedestrian Involved,Human Error,Fatal,5,3,4,Rainy,Under Construction,Yes,20.7,Manipal Hospital
ACC00594,2025-03-27,23:15:48,Lucknow,Uttar Pradesh,India,Fire Accident,Human Error,Severe,3,2,1,Clear,Under Construction,Yes,10.1,AIIMS
ACC00595,2025-01-13,04:53:05,Chennai,Tamil Nadu,India,Vehicle Collision,Road Conditions,Severe,4,0,4,Foggy,Gravel,No,19.1,Fortis Healthcare
ACC00596,2025-01-20,17:27:51,Hyderabad,Telangana,India,Truck,Poor Lighting,Severe,5,0,6,Clear,Gravel,Yes,18.5,Apollo Hospitals
ACC00597,2025-01-25,02:13:55,Jaipur,Rajasthan,India,Train,Over Speeding,Fatal,4,3,3,Clear,Potholes,Yes,44.4,Manipal Hospital
ACC00598,2025-04-06,13:04:08,Lucknow,Uttar Pradesh,India,Fire Accident,Weather Conditions,Minor,4,0,6,Rainy,Gravel,No,25.1,AIIMS
ACC00599,2025-03-25,22:27:41,Bengaluru,Karnataka,India,Bus,Weather Conditions,Fatal,2,3,6,Clear,Under Construction,Yes,16.5,Apollo Hospitals
ACC00600,2025-02-10,18:18:06,Ahmedabad,Gujarat,India,Fire Accident,Road Conditions,Moderate,5,0,6,Clear,Under Construction,No,15.9,Max Healthcare
ACC00601,2025-03-10,20:35:12,Jaipur,Rajasthan,India,Slip & Fall,Brake Failure,Moderate,3,0,6,Foggy,Under Construction,No,22.3,Max Healthcare
ACC00602,2025-02-07,00:40:23,Chennai,Tamil Nadu,India,Truck,Brake Failure,Fatal,3,3,6,Rainy,Dry,Yes,28.1,Fortis Healthcare
ACC00603,2025-02-10,23:34:04,Pune,Maharashtra,India,Bus,Poor Lighting,Fatal,5,0,5,Rainy,Gravel,No,10.9,Fortis Healthcare
ACC00604,2025-04-12,00:49:26,Ahmedabad,Gujarat,India,Fire Accident,Brake Failure,Severe,1,1,4,Foggy,Gravel,Yes,15.3,Max Healthcare
ACC00605,2025-03-10,16:18:20,Hyderabad,Telangana,India,Fire Accident,Drunk Driving,Minor,2,1,1,Rainy,Gravel,No,24.4,Manipal Hospital
ACC00606,2025-04-18,16:12:03,Kolkata,West Bengal,India,Vehicle Collision,Drunk Driving,Moderate,3,1,1,Foggy,Gravel,Yes,30.8,Apollo Hospitals
ACC00607,2025-04-20,16:23:04,Pune,Maharashtra,India,Vehicle Collision,Over Speeding,Minor,3,2,1,Stormy,Gravel,Yes,20.9,Fortis Healthcare
ACC00608,2025-03-13,11:00:50,Hyderabad,Telangana,India,Pedestrian Involved,Human Error,Minor,5,2,4,Clear,Wet,Yes,35.9,AIIMS
ACC00609,2025-02-28,11:42:26,Chennai,Tamil Nadu,India,Fire Accident,Road Conditions,Moderate,4,1,2,Clear,Wet,Yes,43.8,Manipal Hospital
ACC00610,2025-04-08,17:06:10,Kolkata,West Bengal,India,Bus,Road Conditions,Minor,4,2,6,Clear,Gravel,No,24.0,Fortis Healthcare
ACC00611,2025-01-18,08:45:07,Ahmedabad,Gujarat,India,Two-Wheeler,Weather Conditions,Fatal,3,2,1,Clear,Dry,Yes,15.1,Manipal Hospital
ACC00612,2025-02-09,07:52:06,Ahmedabad,Gujarat,India,Train,Road Conditions,Minor,5,1,4,Stormy,Dry,No,42.1,AIIMS
ACC00613,2025-04-21,21:28:35,Ahmedabad,Gujarat,India,Pedestrian Involved,Road Conditions,Moderate,3,1,2,Stormy,Gravel,No,36.6,AIIMS
ACC00614,2025-02-14,10:01:30,Delhi,Delhi,India,Slip & Fall,Brake Failure,Fatal,3,3,1,Rainy,Gravel,Yes,19.1,Max Healthcare
ACC00615,2025-03-07,05:22:20,Jaipur,Rajasthan,India,Train,Brake Failure,Minor,1,1,6,Stormy,Wet,Yes,21.0,AIIMS
ACC00616,2025-03-30,16:45:18,Chennai,Tamil Nadu,India,Pedestrian Involved,Over Speeding,Moderate,2,1,5,Stormy,Gravel,No,24.1,Fortis Healthcare
ACC00617,2025-03-28,01:07:45,Ahmedabad,Gujarat,India,Two-Wheeler,Poor Lighting,Severe,3,1,1,Stormy,Gravel,Yes,20.7,Manipal Hospital
ACC00618,2025-03-02,04:17:42,Lucknow,Uttar Pradesh,India,Truck,Over Speeding,Minor,5,1,1,Stormy,Wet,No,33.1,Fortis Healthcare
ACC00619,2025-05-01,00:03:26,Mumbai,Maharashtra,India,Fire Accident,Human Error,Fatal,5,2,2,Clear,Gravel,Yes,42.9,Apollo Hospitals
ACC00620,2025-04-12,20:35:24,Mumbai,Maharashtra,India,Fire Accident,Road Conditions,Fatal,4,0,2,Rainy,Wet,No,16.5,Manipal Hospital
ACC00621,2025-04-10,22:12:26,Kolkata,West Bengal,India,Two-Wheeler,Brake Failure,Moderate,5,1,3,Rainy,Potholes,Yes,21.3,Fortis Healthcare
ACC00622,2025-04-11,22:02:52,Mumbai,Maharashtra,India,Bus,Weather Conditions,Moderate,5,3,2,Foggy,Under Construction,No,8.4,Manipal Hospital
ACC00623,2025-04-20,03:56:16,Bengaluru,Karnataka,India,Train,Poor Lighting,Fatal,2,3,6,Stormy,Under Construction,No,7.9,Max Healthcare
ACC00624,2025-04-16,22:07:36,Mumbai,Maharashtra,India,Vehicle Collision,Weather Conditions,Moderate,4,2,5,Clear,Dry,No,25.2,Manipal Hospital
ACC00625,2025-02-02,16:29:37,Ahmedabad,Gujarat,India,Fire Accident,Poor Lighting,Severe,2,0,5,Rainy,Gravel,Yes,25.1,AIIMS
ACC00626,2025-04-30,07:38:05,Pune,Maharashtra,India,Two-Wheeler,Over Speeding,Severe,5,3,2,Foggy,Dry,No,6.8,Fortis Healthcare
ACC00627,2025-04-30,02:30:01,Pune,Maharashtra,India,Bus,Poor Lighting,Severe,4,2,3,Foggy,Under Construction,No,22.4,Fortis Healthcare
ACC00628,2025-02-08,13:04:44,Chennai,Tamil Nadu,India,Slip & Fall,Road Conditions,Moderate,5,3,1,Rainy,Wet,Yes,14.2,Apollo Hospitals
ACC00629,2025-05-01,20:23:59,Pune,Maharashtra,India,Bus,Drunk Driving,Fatal,4,0,4,Clear,Potholes,No,44.6,Max Healthcare
ACC00630,2025-03-28,02:42:51,Pune,Maharashtra,India,Slip & Fall,Brake Failure,Minor,2,0,3,Clear,Wet,No,12.2,Fortis Healthcare
ACC00631,2025-02-12,08:41:36,Jaipur,Rajasthan,India,Bus,Human Error,Moderate,5,0,5,Rainy,Potholes,Yes,14.8,Manipal Hospital
ACC00632,2025-03-10,23:29:22,Delhi,Delhi,India,Train,Over Speeding,Severe,1,3,3,Clear,Gravel,Yes,6.2,Manipal Hospital
ACC00633,2025-03-02,22:26:03,Pune,Maharashtra,India,Slip & Fall,Poor Lighting,Severe,5,0,3,Clear,Under Construction,No,18.0,Max Healthcare
ACC00634,2025-03-22,15:36:35,Bengaluru,Karnataka,India,Truck,Road Conditions,Minor,3,2,1,Clear,Under Construction,No,8.7,AIIMS
ACC00635,2025-02-27,17:27:29,Bengaluru,Karnataka,India,Truck,Road Conditions,Fatal,1,0,2,Rainy,Potholes,No,16.4,Fortis Healthcare
ACC00636,2025-04-21,02:41:58,Delhi,Delhi,India,Bus,Brake Failure,Fatal,3,1,3,Clear,Gravel,Yes,24.6,Manipal Hospital
ACC00637,2025-05-03,13:37:55,Pune,Maharashtra,India,Bus,Human Error,Fatal,1,3,3,Rainy,Potholes,No,8.7,Max Healthcare
ACC00638,2025-04-30,06:43:39,Chennai,Tamil Nadu,India,Slip & Fall,Poor Lighting,Moderate,2,3,5,Clear,Gravel,No,22.5,Manipal Hospital
ACC00639,2025-01-21,10:03:08,Ahmedabad,Gujarat,India,Two-Wheeler,Drunk Driving,Severe,2,3,3,Clear,Under Construction,Yes,41.7,Max Healthcare
ACC00640,2025-01-14,12:33:43,Delhi,Delhi,India,Fire Accident,Brake Failure,Minor,4,2,3,Foggy,Under Construction,Yes,35.7,Apollo Hospitals
ACC00641,2025-03-13,00:18:24,Delhi,Delhi,India,Slip & Fall,Drunk Driving,Moderate,4,0,1,Stormy,Gravel,No,28.5,Manipal Hospital
ACC00642,2025-04-11,05:25:38,Pune,Maharashtra,India,Bus,Weather Conditions,Moderate,2,1,1,Foggy,Dry,No,26.4,Apollo Hospitals
ACC00643,2025-01-05,00:21:04,Kolkata,West Bengal,India,Pedestrian Involved,Over Speeding,Moderate,4,3,6,Stormy,Under Construction,No,17.1,Max Healthcare
ACC00644,2025-01-19,15:36:52,Chennai,Tamil Nadu,India,Fire Accident,Road Conditions,Severe,1,1,2,Clear,Wet,Yes,37.6,Fortis Healthcare
ACC00645,2025-04-23,23:30:10,Mumbai,Maharashtra,India,Truck,Brake Failure,Moderate,2,3,6,Rainy,Dry,No,35.8,Fortis Healthcare
ACC00646,2025-02-03,05:39:23,Pune,Maharashtra,India,Fire Accident,Over Speeding,Minor,2,1,6,Stormy,Potholes,No,5.8,Manipal Hospital
ACC00647,2025-01-24,22:08:09,Lucknow,Uttar Pradesh,India,Truck,Drunk Driving,Severe,5,3,1,Foggy,Dry,Yes,30.2,Manipal Hospital
ACC00648,2025-04-30,13:44:32,Kolkata,West Bengal,India,Slip & Fall,Poor Lighting,Severe,1,3,4,Stormy,Under Construction,No,14.3,Apollo Hospitals
ACC00649,2025-03-26,13:53:33,Jaipur,Rajasthan,India,Vehicle Collision,Brake Failure,Severe,5,0,3,Stormy,Potholes,Yes,24.8,AIIMS
ACC00650,2025-01-17,18:00:39,Pune,Maharashtra,India,Fire Accident,Over Speeding,Moderate,3,1,4,Foggy,Potholes,Yes,25.3,Max Healthcare
ACC00651,2025-02-14,15:47:52,Chennai,Tamil Nadu,India,Slip & Fall,Drunk Driving,Severe,4,3,6,Foggy,Potholes,Yes,29.9,AIIMS
ACC00652,2025-05-07,10:19:14,Delhi,Delhi,India,Slip & Fall,Drunk Driving,Moderate,2,1,5,Stormy,Dry,No,42.7,Manipal Hospital
ACC00653,2025-02-01,20:19:29,Ahmedabad,Gujarat,India,Truck,Drunk Driving,Minor,1,2,3,Foggy,Wet,Yes,38.1,Max Healthcare
ACC00654,2025-01-28,08:37:44,Mumbai,Maharashtra,India,Pedestrian Involved,Weather Conditions,Fatal,1,1,1,Rainy,Potholes,No,44.7,AIIMS
ACC00655,2025-02-15,07:09:32,Mumbai,Maharashtra,India,Bus,Drunk Driving,Minor,1,3,4,Clear,Dry,Yes,37.9,Apollo Hospitals
ACC00656,2025-01-14,22:57:31,Jaipur,Rajasthan,India,Pedestrian Involved,Drunk Driving,Minor,2,2,2,Foggy,Potholes,No,34.3,Apollo Hospitals
ACC00657,2025-04-23,15:07:33,Bengaluru,Karnataka,India,Train,Weather Conditions,Moderate,1,1,4,Stormy,Dry,Yes,38.4,Manipal Hospital
ACC00658,2025-02-28,22:09:03,Chennai,Tamil Nadu,India,Bus,Human Error,Moderate,1,2,3,Stormy,Gravel,Yes,11.1,Max Healthcare
ACC00659,2025-04-09,04:36:23,Kolkata,West Bengal,India,Truck,Drunk Driving,Fatal,4,3,4,Foggy,Dry,No,10.8,Apollo Hospitals
